ObjectID,GlobalID,Número de informe MIRA,Tipo de incendio,Fecha de registro del evento,Departamento,Fuente,Área,CreationDate,Creator,EditDate,Editor,x,y,link fuente,,,,,,,
44,c948b101-76eb-4e90-a83d-2a4b5cd07c75,941,Interface_Urbana,30-Dec-21,Cerro_Largo,sgsp,,5/25/2022 18:02,sinae_covid_19,5/25/2022 18:02,sinae_covid_19,-54.15627,-32.34876,,,,,,,,
55,7d547216-0656-4a77-b01c-871b9ccf1918,929,Interface_Urbana,24-Dec-21,Flores,sgsp,,5/26/2022 17:19,sinae_covid_19,5/26/2022 17:19,sinae_covid_19,-56.88833891,-33.5370484,,,,,,,,
6,fc99daeb-5dd6-4cd5-98f9-63da147e4ef0,972,Interface_Urbana,14-Jan-22,Florida,sgsp,,5/24/2022 19:24,sinae_covid_19,5/24/2022 20:21,sinae_covid_19,-56.3321837,-33.73318829,,,,,,,,
4,9e5559ab-4bc4-4580-bbfa-de536e017cdc,861,Interface_Urbana,15-Jan-22,Lavalleja,cecoed,,5/24/2022 19:05,sinae_covid_19,5/24/2022 20:29,sinae_covid_19,-55.23293685,-34.36387372,,,,,,,,
23,3bea557d-6f50-4a27-8edc-1de31e3b27dc,855,Interface_Urbana,11-Jan-22,Lavalleja,prensa,,5/25/2022 14:52,sinae_covid_19,5/25/2022 14:52,sinae_covid_19,-55.232388,-34.36569139,,,,,,,,
31,3fdb51d8-22ab-454b-adf9-87f4d9c95e45,846,Interface_Urbana,6-Jan-22,Montevideo,cecoed,,5/25/2022 16:23,sinae_covid_19,5/25/2022 16:23,sinae_covid_19,-56.28315232,-34.76863352,,,,,,,,
1,01213160-4b43-45f3-8303-9c13595ba459,1024,Interface_Urbana,25-Apr-22,Montevideo,cecoed,,5/24/2022 18:32,sinae_covid_19,5/24/2022 20:31,sinae_covid_19,-56.16653976,-34.79127059,,,,,,,,
107,63f3e7db-e12a-4655-8726-d7b8db2b9ee2,1023,Interface_Urbana,25-Apr-22,Montevideo,cecoed,,6/28/2022 16:25,sinae_covid_19,6/28/2022 16:25,sinae_covid_19,-56.16708805,-34.79167046,,,,,,,,
26,5189717a-b2a9-4ff4-877e-9d3effb3f8b4,852,Interface_Urbana,9-Jan-22,Montevideo,prensa,,5/25/2022 15:34,sinae_covid_19,5/25/2022 15:34,sinae_covid_19,-56.27806851,-34.87371738,,,,,,,,
45,1a872c6e-ebb0-4aee-adb5-8bb3d47e9dc2,819,Interface_Urbana,29-Dec-21,Montevideo,sgsp,,5/25/2022 18:08,sinae_covid_19,5/25/2022 18:08,sinae_covid_19,-56.33367151,-34.88625386,,,,,,,,
29,27edfe8e-4709-4ed3-b3c5-474e37ad43d5,957,Interface_Urbana,7-Jan-22,Montevideo,sgsp,,5/25/2022 16:14,sinae_covid_19,5/25/2022 16:14,sinae_covid_19,-56.18083673,-34.80616284,,,,,,,,
30,2a3707fb-641e-4a5e-b922-ed316e2544ee,956,Interface_Urbana,7-Jan-22,Montevideo,sgsp,,5/25/2022 16:18,sinae_covid_19,5/25/2022 16:18,sinae_covid_19,-56.32495868,-34.80131326,,,,,,,,
5,bd3077f1-85df-417c-b3a4-5690457a42ba,973,Interface_Urbana,14-Jan-22,Montevideo,sgsp,,5/24/2022 19:15,sinae_covid_19,5/24/2022 20:29,sinae_covid_19,-56.15630549,-34.81231171,,,,,,,,
11,60e439e7-49ec-4c4c-b4a5-405e2ca8a8c8,969,Interface_Urbana,14-Jan-22,Montevideo,sgsp,,5/25/2022 12:56,sinae_covid_19,5/25/2022 12:56,sinae_covid_19,-56.27098678,-34.85311326,,,,,,,,
52,0770e074-b3df-499f-8bf6-628a6870898b,933,Interface_Urbana,27-Dec-21,Rivera,cecoed,,5/26/2022 16:50,sinae_covid_19,5/26/2022 16:50,sinae_covid_19,-55.51190951,-30.91293565,,,,,,,,
22,7a9cb6a3-ce8e-43bf-bf93-c5848cbb2871,850,Interface_Urbana,11-Jan-22,Rivera,prensa,,5/25/2022 14:46,sinae_covid_19,5/25/2022 14:46,sinae_covid_19,-55.47703594,-30.97281001,,,,,,,,
56,84a72d67-b2ef-41ab-b53b-3a4168c9fcc2,928,Interface_Urbana,23-Dec-21,Rocha,sgsp,,5/26/2022 17:23,sinae_covid_19,5/26/2022 17:23,sinae_covid_19,-53.78102705,-34.27220275,,,,,,,,
104,7ba8b7b8-e10c-43c0-a836-7d1fd64d91b0,825,Interface_Urbana,30-Dec-21,Salto,cecoed,,6/10/2022 14:10,sinae_covid_19,6/10/2022 14:10,sinae_covid_19,-57.9282522,-31.38460193,,,,,,,,
14,36fdf2bf-550b-4546-b42e-b3f9c24fd4b0,857,Interface_Urbana,13-Jan-22,Salto,cecoed,,5/25/2022 13:50,sinae_covid_19,5/25/2022 13:50,sinae_covid_19,-57.92945383,-31.37357372,,,,,,,,
3,22cf3c48-9e98-4b0f-874e-091ec277204f,874,Interface_Urbana,20-Jan-22,Salto,cecoed,,5/24/2022 18:58,sinae_covid_19,5/24/2022 20:30,sinae_covid_19,-57.96765015,-31.39607759,,,,,,,,
68,d0c810d7-3818-41a2-bdcf-a92183c18d41,770,Interface_Urbana,21-Nov-21,Salto,prensa,,5/27/2022 17:14,sinae_covid_19,5/27/2022 17:14,sinae_covid_19,-57.95894717,-31.4148049,,,,,,,,
95,5a15c3e4-ecfb-4ff3-93d7-1a605bfbf9bb,797,Interface_Urbana,9-Dec-21,Salto,sgsp,,6/9/2022 17:44,sinae_covid_19,6/9/2022 17:44,sinae_covid_19,-57.98337379,-31.39905154,,,,,,,,
